,index,Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
747,4857124,1617133680,58935.56,58945.13,58900.03,58924.4,0.37925375,22350.116938,58931.828461
748,4857125,1617133740,58918.61,58942.76,58918.61,58942.76,0.1958696,11542.091853,58927.428521
749,4857126,1617133800,58925.44,58947.64,58920.3,58925.23,0.1583789,9332.1936454,58923.212912
750,4857127,1617133860,58919.72,58967.99,58919.72,58944.15,3.35206111,197568.43726,58939.390057
751,4857128,1617133920,58944.15,58958.62,58930.68,58930.68,1.90950559,112569.80179,58952.329012
752,4857129,1617133980,58937.74,58961.85,58931.59,58946.29,2.45550273,144774.07751,58959.03749
753,4857130,1617134040,58950.12,58988.24,58949.11,58981.84,1.19118185,70249.450317,58974.580848
754,4857131,1617134100,58958.56,58977.75,58950.0,58958.69,4.4682632,263449.56755,58960.172165
755,4857132,1617134160,58961.12,58991.69,58953.64,58976.5,2.61409419,154177.54037,58979.336306
756,4857133,1617134220,58976.53,59015.66,58972.44,58991.78,1.92513093,113588.43337,59002.965254
757,4857134,1617134280,58992.37,59030.41,58991.78,59030.41,1.39206457,82167.275441,59025.47713
758,4857135,1617134340,59030.41,59118.91,59030.41,59118.91,8.40473744,496533.18248,59077.774412
759,4857136,1617134400,59118.91,59135.0,59023.96,59037.79,2.6843436,158619.61284,59090.651748
760,4857137,1617134460,59014.42,59032.73,58976.48,58992.61,1.30005509,76699.526532,58997.135677
761,4857138,1617134520,58992.61,59009.48,58885.1,58885.1,3.11345723,183451.41901,58922.09382
762,4857139,1617134580,58906.72,58916.68,58872.87,58916.68,2.83982265,167255.75671,58896.550003
763,4857140,1617134640,58911.04,58920.99,58893.0,58897.11,1.16931118,68869.760507,58897.718319
764,4857141,1617134700,58893.29,58903.35,58837.82,58851.6,3.18988713,187822.03269,58880.463487
765,4857142,1617134760,58851.6,58859.83,58821.19,58847.32,2.36700123,139266.28828,58836.593117
766,4857143,1617134820,58788.14,58844.79,58781.93,58822.04,7.78292532,457795.18797,58820.452356
767,4857144,1617134880,58820.39,58820.39,58710.12,58710.12,2.55139512,149850.84341,58732.903514
768,4857145,1617134940,58709.09,58727.43,58687.06,58719.89,1.58833876,93231.309958,58697.371308
769,4857146,1617135000,58713.25,58720.3,58623.24,58623.24,5.11680072,300307.98214,58690.576118
770,4857147,1617135060,58628.54,58647.25,58577.87,58594.78,1.23781136,72558.252285,58618.182568
771,4857148,1617135120,58594.77,58643.96,58574.56,58643.96,1.44177527,84514.402933,58618.291416
772,4857149,1617135180,58658.61,58702.56,58600.0,58602.35,1.19015398,69799.924646,58647.810132
773,4857150,1617135240,58593.07,58611.28,58523.33,58577.4,1.8236957,106792.03032,58558.031543
774,4857151,1617135300,58567.49,58664.92,58567.49,58617.83,1.1445437,67095.916836,58622.415934
775,4857152,1617135360,58636.08,58748.94,58636.08,58730.28,0.88815328,52123.765981,58687.804408
776,4857153,1617135420,58721.26,58774.3,58695.46,58774.3,0.42601365,25021.236651,58733.415353
777,4857154,1617135480,58763.16,58779.3,58713.26,58763.98,2.21721662,130282.80196,58759.618154
778,4857155,1617135540,58797.58,58800.0,58770.42,58800.0,2.27737585,133885.46598,58789.358807
779,4857156,1617135600,58779.7,58780.11,58670.82,58722.78,2.60916742,153142.78776,58694.12081
780,4857157,1617135660,58722.78,58758.38,58722.57,58727.75,0.6504178,38205.48808,58739.917758
781,4857158,1617135720,58717.17,58717.17,58600.0,58605.57,2.18791202,128320.29727,58649.660542
782,4857159,1617135780,58611.49,58619.95,58541.44,58572.91,0.95915399,56175.716437,58567.984935
783,4857160,1617135840,58567.0,58567.01,58485.38,58509.88,2.07750556,121591.93511,58527.850637
784,4857161,1617135900,58540.66,58617.95,58515.71,58515.71,1.69801664,99445.950423,58565.945752
785,4857162,1617135960,58539.51,58602.43,58507.17,58580.25,0.26885102,15737.109666,58534.684621
786,4857163,1617136020,58581.75,58581.75,58490.57,58526.03,0.4468189,26148.600065,58521.69652
787,4857164,1617136080,58496.07,58515.33,58483.47,58486.53,1.10376484,64575.458301,58504.724884
788,4857165,1617136140,58501.79,58565.8,58491.0,58556.95,0.82021475,48000.117285,58521.402211
789,4857166,1617136200,58557.8,58648.11,58557.8,58648.11,0.94789641,55578.205695,58633.206233
790,4857167,1617136260,58643.48,58643.48,58538.06,58539.24,1.70741442,100052.20937,58598.667197
791,4857168,1617136320,58521.67,58570.63,58513.69,58547.27,0.69885743,40912.610676,58542.141673
792,4857169,1617136380,58552.94,58552.94,58490.79,58507.36,0.13403028,7841.2825154,58503.813582
793,4857170,1617136440,58509.0,58557.04,58402.82,58468.98,3.15843109,184632.69419,58457.091172
794,4857171,1617136500,58471.02,58595.52,58458.88,58569.17,4.76738322,279170.99612,58558.538979
795,4857172,1617136560,58582.02,58627.27,58551.99,58551.99,4.11864075,241335.11441,58595.815722
796,4857173,1617136620,58538.85,58568.36,58520.93,58553.26,2.24281405,131296.9222,58541.153781
797,4857174,1617136680,58553.26,58586.68,58553.26,58576.64,1.10791227,64886.693528,58566.634999
798,4857175,1617136740,58567.11,58647.74,58567.11,58616.83,1.22962638,72047.634424,58593.110554
799,4857176,1617136800,58631.16,58642.0,58577.8,58577.8,0.96671634,56663.282018,58614.176334
800,4857177,1617136860,58611.02,58702.79,58611.02,58692.46,3.95613707,232095.19685,58667.127235
801,4857178,1617136920,58703.47,58705.93,58693.29,58697.65,0.76123646,44682.235484,58696.919856
802,4857179,1617136980,58697.65,58701.93,58667.89,58675.64,1.64082582,96269.05967,58671.102378
803,4857180,1617137040,58690.1,58740.64,58690.1,58703.53,0.7814034,45885.835402,58722.339066
804,4857181,1617137100,58707.18,58768.01,58707.18,58754.86,0.72501189,42593.394827,58748.54663
805,4857182,1617137160,58749.08,58763.0,58736.37,58763.0,1.34154405,78812.863175,58747.875759
806,4857183,1617137220,58742.45,58752.92,58722.14,58722.14,0.30690802,18028.231701,58741.481245
807,4857184,1617137280,58734.85,58756.87,58720.39,58735.91,3.00308415,176395.84545,58738.229313
808,4857185,1617137340,58752.75,58787.38,58707.39,58707.39,5.00271993,293878.50475,58743.745176
809,4857186,1617137400,58693.13,58693.13,58622.7,58644.85,11.05039931,648330.01687,58670.279569
810,4857187,1617137460,58651.85,58739.37,58651.85,58739.37,4.90897913,288066.22511,58681.493133
811,4857188,1617137520,58739.37,58771.46,58722.85,58733.73,1.43995886,84601.103231,58752.444657
812,4857189,1617137580,58756.69,58758.37,58730.0,58734.83,0.43766589,25707.966168,58738.79312
813,4857190,1617137640,58727.85,58727.85,58687.94,58687.94,0.87179502,51193.413124,58721.846247
814,4857191,1617137700,58713.35,58719.58,58679.66,58679.66,0.42724068,25080.78508,58704.112821
815,4857192,1617137760,58679.31,58709.65,58664.67,58696.57,0.3183311,18684.545508,58695.319146
816,4857193,1617137820,58672.79,58685.19,58640.86,58648.45,0.97045714,56924.097009,58656.992321
817,4857194,1617137880,58645.45,58666.81,58645.08,58666.81,0.06404681,3756.9324008,58659.165083
818,4857195,1617137940,58662.58,58669.98,58652.54,58669.04,0.31692,18589.106814,58655.518157
819,4857196,1617138000,58644.04,58670.91,58591.06,58591.06,9.97958709,585005.68024,58620.22897
820,4857197,1617138060,58592.54,58609.63,58570.57,58605.69,0.66511672,38976.739285,58601.352384
821,4857198,1617138120,58605.47,58664.96,58575.85,58664.96,2.63814709,154607.89386,58604.728464
822,4857199,1617138180,58664.96,58680.0,58662.01,58680.0,8.80418711,516620.84288,58678.994032
823,4857200,1617138240,58680.0,58690.92,58674.89,58690.92,3.09993476,181914.06899,58683.192736
824,4857201,1617138300,58690.92,58690.92,58630.34,58630.34,6.08153346,356848.35478,58677.364374
825,4857202,1617138360,58651.02,58651.02,58622.68,58649.76,0.41122529,24117.964325,58649.029892
826,4857203,1617138420,58639.87,58650.29,58620.05,58636.01,3.06879513,179937.8119,58634.677219
827,4857204,1617138480,58620.05,58671.36,58620.05,58667.42,0.7086504,41549.923922,58632.470851
828,4857205,1617138540,58675.74,58703.1,58674.03,58703.1,0.08292,4866.4525242,58688.525376
829,4857206,1617138600,58709.6,58709.6,58709.6,58709.6,0.00391,229.554536,58709.6
830,4857207,1617138660,58683.76,58712.29,58655.2,58685.73,0.81753083,47970.602112,58677.422736
831,4857208,1617138720,58682.15,58720.35,58669.28,58718.91,0.09340626,5481.7683658,58687.37669
832,4857209,1617138780,58693.63,58754.75,58693.63,58754.75,0.21235632,12471.26386,58728.008942
833,4857210,1617138840,58718.97,58735.64,58696.67,58735.64,0.55819,32783.96116,58732.620003
834,4857211,1617138900,58720.0,58731.87,58711.95,58731.87,0.18926,11113.95153,58723.193123
835,4857212,1617138960,58725.08,58727.18,58725.08,58726.06,0.04576,2687.3318546,58726.657662
836,4857213,1617139020,58726.06,58727.92,58718.0,58718.0,0.22434397,13173.233645,58718.911166
837,4857214,1617139080,58718.0,58724.06,58706.68,58724.06,0.06540721,3839.9652124,58708.592102
838,4857215,1617139140,58718.22,58718.22,58706.68,58706.68,0.22710453,13333.692297,58711.696754
839,4857216,1617139200,58712.07,58724.6,58706.68,58724.6,1.17693693,69114.139837,58723.741329
840,4857217,1617139260,58706.68,58723.35,58690.0,58690.0,2.92665275,171770.82286,58691.904209
841,4857218,1617139320,58691.1,58691.1,58675.44,58682.12,0.88607994,52003.677017,58689.599741
842,4857219,1617139380,58682.12,58682.12,58657.24,58657.24,0.30663273,17989.867804,58669.104907
843,4857220,1617139440,58645.05,58645.05,58635.51,58642.74,0.08615398,5052.3419006,58643.163097
844,4857221,1617139500,58642.74,58642.74,58620.05,58642.44,0.03108173,1822.5676196,58637.907852
845,4857222,1617139560,58624.19,58624.58,58596.07,58624.58,1.18433412,69425.939609,58620.230927
846,4857223,1617139620,58661.67,58679.95,58661.67,58664.64,0.12867429,7549.1389589,58668.588409
847,4857224,1617139680,58683.08,58697.39,58663.04,58697.39,0.29022623,17033.806293,58691.477654
848,4857225,1617139740,58697.39,58751.92,58693.44,58751.92,2.29189085,134580.14915,58720.138943
849,4857226,1617139800,58746.51,58746.51,58730.01,58730.06,0.20579349,12087.040806,58733.83461
850,4857227,1617139860,58711.96,58711.96,58690.68,58696.44,0.15996633,9390.4286025,58702.53198
851,4857228,1617139920,58678.59,58707.45,58678.59,58701.99,0.17946647,10533.264393,58692.102167
852,4857229,1617139980,58681.27,58696.78,58664.54,58696.32,0.38609547,22659.45417,58688.733566
853,4857230,1617140040,58696.78,58699.4,58696.78,58696.79,0.24146,14172.92729,58696.79156
854,4857231,1617140100,58696.79,58709.67,58696.79,58708.61,0.18733,10997.25707,58705.263814
855,4857232,1617140160,58708.37,58757.96,58708.37,58757.96,2.35169112,138093.21015,58720.811152
856,4857233,1617140220,58763.39,58763.46,58736.92,58755.73,0.11663951,6853.9927734,58762.187645
857,4857234,1617140280,58756.57,58756.57,58730.05,58730.05,0.07532698,4425.5345038,58750.988077
858,4857235,1617140340,58762.5,58762.5,58762.45,58762.45,0.01571,923.158793,58762.49478
859,4857236,1617140400,58756.06,58764.54,58730.69,58758.24,0.22342581,13123.818124,58739.042386
860,4857237,1617140460,58749.54,58753.83,58739.89,58739.89,0.5088959,29895.832838,58746.460402
861,4857238,1617140520,58743.15,58743.15,58690.22,58690.22,0.17170356,10081.135291,58712.441904
862,4857239,1617140580,58721.76,58721.76,58715.88,58715.88,0.03921,2302.293827,58717.006554
863,4857240,1617140640,58709.17,58710.21,58705.24,58709.22,0.41049764,24099.729356,58708.569814
864,4857241,1617140700,58682.77,58682.77,58643.54,58670.45,0.21137725,12402.672242,58675.530324
865,4857242,1617140760,58664.67,58664.72,58627.36,58656.92,0.1342916,7878.0078641,58663.444803
866,4857243,1617140820,58659.81,58713.77,58659.81,58708.06,0.09546765,5602.317282,58682.886632
867,4857244,1617140880,58701.36,58713.77,58682.72,58682.72,0.02975443,1746.927708,58711.516504
868,4857245,1617140940,58694.67,58713.82,58694.67,58713.82,0.41921103,24608.882177,58702.849916
869,4857246,1617141000,58711.15,58734.96,58711.15,58734.96,0.03015,1770.4017475,58719.79262
870,4857247,1617141060,58734.96,58748.77,58713.66,58748.46,0.03522295,2068.9655843,58739.134125
871,4857248,1617141120,58748.46,58748.46,58738.37,58738.37,0.00769,451.7592107,58746.321287
872,4857249,1617141180,58745.07,58800.0,58745.07,58800.0,0.55952999,32885.23348,58772.959569
873,4857250,1617141240,58816.48,58872.27,58816.48,58872.27,1.55804268,91698.301668,58854.807282
874,4857251,1617141300,58841.63,58841.63,58775.82,58796.78,1.30639489,76813.955821,58798.420301
875,4857252,1617141360,58779.53,58779.53,58779.53,58779.53,0.034,1998.50402,58779.53
876,4857253,1617141420,58764.92,58778.77,58730.0,58758.61,0.05197559,3053.5856464,58750.379675
877,4857254,1617141480,58758.66,58761.99,58730.0,58761.99,0.02365595,1390.0060005,58759.255092
878,4857255,1617141540,58734.83,58760.0,58732.8,58759.04,0.54904165,32261.185624,58759.086171
879,4857256,1617141600,58758.44,58762.56,58758.44,58762.56,0.5734843,33699.187441,58762.179612
880,4857257,1617141660,58787.45,58809.8,58787.45,58807.2,5.21759859,306797.00245,58800.422677
881,4857258,1617141720,58803.74,58803.74,58803.74,58803.74,0.03512,2065.1873488,58803.74
882,4857259,1617141780,58817.81,58817.81,58801.14,58801.14,0.20652856,12146.398801,58812.199153
883,4857260,1617141840,58801.88,58808.58,58781.65,58788.69,3.88935162,228689.93538,58798.987009
884,4857261,1617141900,58788.77,58788.77,58701.46,58707.77,12.74288732,748749.3809,58758.220339
885,4857262,1617141960,58759.61,58778.58,58729.14,58773.14,2.45597212,144340.09241,58771.063091
886,4857263,1617142020,58797.48,58854.32,58797.48,58849.89,0.44109199,25953.179652,58838.474151
887,4857264,1617142080,58862.22,58866.22,58809.31,58809.31,1.31826894,77542.674003,58821.589169
888,4857265,1617142140,58838.16,58857.09,58813.59,58813.59,0.59810278,35177.876989,58815.772415
889,4857266,1617142200,58821.33,58859.55,58814.38,58841.75,3.97635412,233972.54034,58840.971723
890,4857267,1617142260,58845.77,58887.45,58845.77,58887.45,3.11561484,183394.12125,58862.898873
891,4857268,1617142320,58872.25,58895.72,58872.25,58880.87,0.1815098,10687.051841,58878.649203
892,4857269,1617142380,58880.87,58892.35,58865.37,58883.08,1.30021744,76560.028041,58882.480488
893,4857270,1617142440,58863.96,58939.8,58862.59,58883.91,6.44218854,379629.68159,58928.682269
894,4857271,1617142500,58918.58,58918.58,58877.22,58877.22,0.02152205,1267.6338668,58899.308701
895,4857272,1617142560,58870.52,58909.2,58863.23,58894.5,1.88569584,111040.05273,58885.452453
896,4857273,1617142620,58874.55,58874.55,58839.32,58839.32,0.37000483,21780.176817,58864.574327
897,4857274,1617142680,58840.37,58847.43,58828.25,58828.25,0.30335168,17848.219516,58836.725468
898,4857275,1617142740,58842.23,58848.74,58820.87,58847.4,0.110964,6529.911953,58847.121165
899,4857276,1617142800,58883.1,58933.71,58883.1,58917.89,0.87495806,51537.134265,58902.405294
900,4857277,1617142860,58902.63,58941.34,58902.63,58916.8,0.81119894,47804.914739,58931.184919
901,4857278,1617142920,58904.99,58904.99,58881.85,58883.38,0.16885011,9942.3154358,58882.493093
902,4857279,1617142980,58879.93,58893.57,58871.28,58871.28,1.66932415,98282.751293,58875.773943
903,4857280,1617143040,58866.08,58895.04,58854.75,58895.04,0.63808015,37570.094839,58879.899082
904,4857281,1617143100,58885.23,58885.23,58862.6,58868.73,0.03070592,1807.6251851,58868.947263
905,4857282,1617143160,58860.64,58860.64,58846.38,58849.27,0.61572096,36235.418361,58850.389567
906,4857283,1617143220,58825.83,58856.99,58801.31,58839.79,1.38226223,81308.904901,58823.067821
907,4857284,1617143280,58839.12,58839.12,58820.3,58834.39,0.0681443,4008.4209252,58822.541654
908,4857285,1617143340,58838.09,58838.09,58799.24,58822.52,0.12774542,7512.3789285,58807.42283
909,4857286,1617143400,58824.27,58868.73,58824.27,58868.73,0.69868187,41111.178979,58841.055914
910,4857287,1617143460,58825.43,58831.12,58808.52,58813.18,0.58787586,34572.469896,58809.133439
911,4857288,1617143520,58813.18,58819.9,58796.48,58812.99,0.019107,1123.6650062,58809.075532
912,4857289,1617143580,58804.71,58804.71,58789.97,58795.38,0.22231358,13070.453017,58792.868242
913,4857290,1617143640,58795.14,58811.1,58771.18,58785.41,0.99004518,58200.84648,58786.051036
914,4857291,1617143700,58799.48,58799.48,58740.34,58752.16,0.05582066,3280.0884718,58761.19114
915,4857292,1617143760,58752.16,58770.94,58699.82,58739.95,3.60398484,211719.26746,58745.881812
916,4857293,1617143820,58719.02,58726.05,58709.16,58709.16,1.33643619,78468.236192,58714.540043
917,4857294,1617143880,58710.6,58736.47,58700.11,58736.47,0.97357661,57179.517646,58731.400342
918,4857295,1617143940,58761.75,58786.33,58761.75,58783.43,0.89489363,52600.947433,58778.99414
919,4857296,1617144000,58764.18,58775.08,58764.18,58766.37,0.0186912,1098.489122,58770.390452
920,4857297,1617144060,58758.42,58760.78,58735.63,58735.63,0.51957493,30522.469315,58745.077087
921,4857298,1617144120,58737.77,58744.05,58704.33,58704.33,0.19031623,11173.228358,58708.752048
922,4857299,1617144180,58725.27,58736.83,58696.53,58720.0,0.26984198,15840.641116,58703.397878
923,4857300,1617144240,58721.73,58742.98,58705.52,58742.98,0.11389682,6689.3420048,58731.595885
924,4857301,1617144300,58757.61,58785.18,58757.61,58771.34,0.26905213,15812.45846,58770.98412
925,4857302,1617144360,58753.77,58753.77,58722.7,58722.7,0.07607774,4468.5640567,58736.813905
926,4857303,1617144420,58733.57,58749.87,58683.01,58702.56,0.43485101,25539.140155,58730.782654
927,4857304,1617144480,58706.66,58710.06,58666.39,58666.39,0.02659706,1561.2864051,58701.465693
928,4857305,1617144540,58642.58,58688.26,58642.58,58675.26,0.45902015,26924.080067,58655.551542
929,4857306,1617144600,58689.97,58694.96,58669.93,58694.96,0.30122471,17678.970117,58690.305043
930,4857307,1617144660,58656.24,58703.23,58651.9,58698.91,1.12125948,65773.397341,58660.282043
931,4857308,1617144720,58701.59,58702.09,58678.31,58678.31,0.71281828,41827.922441,58679.643346
932,4857309,1617144780,58651.55,58692.56,58651.55,58692.56,0.13250331,7776.382724,58688.214838
933,4857310,1617144840,58689.87,58712.48,58669.5,58703.95,0.74072527,43479.81478,58698.97591
934,4857311,1617144900,58716.46,58721.0,58712.34,58712.34,0.04272999,2508.9503448,58716.380341
935,4857312,1617144960,58714.67,58714.67,58681.64,58703.26,0.34450398,20218.139808,58687.681366
936,4857313,1617145020,58681.64,58721.0,58680.76,58706.76,0.83424824,48969.640352,58699.123359
937,4857314,1617145080,58686.42,58705.95,58686.42,58705.95,0.01325639,778.21732102,58705.071367
938,4857315,1617145140,58697.28,58722.57,58697.02,58711.15,0.44242419,25971.603997,58702.947498
939,4857316,1617145200,58699.43,58699.43,58643.16,58657.09,0.28170214,16521.438155,58648.607194
940,4857317,1617145260,58651.94,58651.95,58630.38,58651.95,0.11607718,6807.7681488,58648.634889
941,4857318,1617145320,58665.72,58665.72,58665.72,58665.72,0.00163,95.6251236,58665.72
942,4857319,1617145380,58660.85,58662.96,58599.47,58599.47,1.38647184,81253.472782,58604.48834
943,4857320,1617145440,58617.65,58653.58,58567.11,58622.88,1.74616802,102298.04571,58584.308348
944,4857321,1617145500,58639.35,58639.35,58622.87,58632.99,0.00639098,374.708788,58630.881022
945,4857322,1617145560,58605.42,58605.42,58588.37,58596.81,1.74606653,102315.61662,58597.776697
946,4857323,1617145620,58596.81,58618.25,58596.81,58597.38,0.0014973,87.754299564,58608.361426
947,4857324,1617145680,58635.62,58635.62,58607.5,58623.63,0.00890719,522.18216823,58624.792805
948,4857325,1617145740,58635.62,58670.06,58635.62,58670.06,0.15314868,8983.7336466,58660.209456
949,4857326,1617145800,58674.55,58723.52,58674.55,58723.52,0.70165983,41174.742313,58681.91473
950,4857327,1617145860,58729.09,58732.12,58706.24,58706.24,0.04714619,2768.8026356,58728.025226
951,4857328,1617145920,58710.76,58712.46,58667.44,58712.46,1.55596453,91326.431772,58694.417521
952,4857329,1617145980,58734.72,58734.72,58704.96,58704.96,0.08117594,4767.1985697,58726.743043
953,4857330,1617146040,58681.96,58733.62,58681.96,58733.62,0.01896176,1113.4615586,58721.424522
954,4857331,1617146100,58704.85,58704.85,58687.45,58695.71,0.01356,796.0146513,58703.145376
955,4857332,1617146160,58672.56,58672.56,58615.55,58636.47,0.05168951,3032.3056233,58663.849267
956,4857333,1617146220,58642.44,58642.44,58622.13,58622.13,0.065867,3861.5309109,58626.184749
957,4857334,1617146280,58627.77,58627.77,58619.3,58619.3,0.01299715,761.95295019,58624.61772
958,4857335,1617146340,58601.91,58637.06,58601.91,58625.31,0.03300519,1934.8060085,58621.265579
959,4857336,1617146400,58633.63,58681.14,58631.65,58631.65,2.07766064,121834.77394,58640.362911
960,4857337,1617146460,58633.49,58656.9,58630.55,58656.9,0.5539027,32477.487565,58633.921743
961,4857338,1617146520,58618.05,58618.05,58617.21,58617.21,0.33063417,19380.960014,58617.534945
962,4857339,1617146580,58602.44,58631.35,58573.63,58631.35,0.03012841,1765.3827453,58595.284161
963,4857340,1617146640,,,,,,,
964,4857341,1617146700,58633.33,58673.85,58633.33,58673.85,1.03624018,60777.507795,58651.95055
965,4857342,1617146760,58683.81,58701.43,58683.81,58692.46,0.13884958,8149.8501279,58695.533166
966,4857343,1617146820,58693.53,58730.96,58693.53,58730.96,0.55796228,32757.532625,58709.22426
967,4857344,1617146880,58739.57,58739.57,58721.65,58721.65,0.08708993,5115.0706438,58733.204215
968,4857345,1617146940,58737.12,58748.45,58727.63,58748.45,0.70532453,41433.71163,58744.180682
969,4857346,1617147000,58766.56,58766.56,58744.88,58744.88,0.14496727,8518.6615618,58762.654231
970,4857347,1617147060,58736.03,58736.03,58736.03,58736.03,0.02066802,1213.9574428,58736.03
971,4857348,1617147120,58747.67,58755.94,58747.67,58755.94,0.01210851,711.39469376,58751.629536
972,4857349,1617147180,58730.44,58730.44,58704.68,58704.68,0.81409177,47803.361648,58719.86846
973,4857350,1617147240,58705.19,58728.74,58705.19,58728.74,0.02119193,1244.103763,58706.486998
974,4857351,1617147300,58669.75,58669.75,58669.75,58669.75,2.492,146205.017,58669.75
975,4857352,1617147360,58653.68,58654.71,58628.24,58628.24,0.53510391,31386.273685,58654.539985
976,4857353,1617147420,58630.02,58642.47,58630.02,58642.47,0.15695,9202.342689,58632.320414
977,4857354,1617147480,58600.2,58600.2,58600.2,58600.2,0.01,586.002,58600.2
978,4857355,1617147540,58610.73,58647.77,58610.73,58616.45,0.01522231,892.30475626,58618.222612
979,4857356,1617147600,58616.33,58616.33,58616.33,58616.33,0.00050297,29.4822555,58616.33
980,4857357,1617147660,58616.33,58616.33,58616.33,58616.33,0.00069123,40.517365786,58616.33
981,4857358,1617147720,58606.95,58620.59,58606.95,58620.59,0.00340435,199.55702262,58618.245075
982,4857359,1617147780,58608.96,58608.96,58606.95,58608.38,17.44345086,1022332.7874,58608.402406
983,4857360,1617147840,58599.78,58600.0,58599.78,58600.0,3.00008631,175805.05764,58599.999957
984,4857361,1617147900,58599.99,58600.0,58599.99,58600.0,10.41217779,610153.61519,58599.999683
985,4857362,1617147960,58631.74,58699.0,58631.74,58666.54,10.42143181,611632.48225,58689.870394
986,4857363,1617148020,58680.18,58702.79,58680.18,58702.79,0.14419888,8461.8186708,58681.583871
987,4857364,1617148080,58699.45,58699.45,58675.12,58677.7,1.1650735,68363.404949,58677.332331
988,4857365,1617148140,58673.2,58673.2,58644.13,58644.13,0.84399831,49495.654991,58644.258412
989,4857366,1617148200,58673.2,58689.44,58673.2,58689.44,0.576412,33822.378068,58677.435702
990,4857367,1617148260,58677.05,58699.9,58660.0,58699.9,2.67267613,156832.69213,58680.02126
991,4857368,1617148320,,,,,,,
992,4857369,1617148380,58718.68,58731.23,58698.34,58698.5,0.20798259,12209.055282,58702.294657
993,4857370,1617148440,58736.19,58762.43,58736.19,58739.95,0.04155878,2441.3765717,58745.145351
994,4857371,1617148500,58742.18,58742.18,58714.31,58714.31,2.51999901,148004.44811,58731.946927
995,4857372,1617148560,58714.31,58714.31,58686.0,58686.0,1.38448731,81259.372187,58692.753339
996,4857373,1617148620,58683.97,58693.43,58683.97,58685.81,7.29484767,428158.14664,58693.226508
997,4857374,1617148680,58693.43,58723.84,58693.43,58723.84,1.70568236,100117.07037,58696.198496
998,4857375,1617148740,58742.18,58770.38,58742.18,58760.59,0.72041549,42332.958633,58761.866202
999,4857376,1617148800,58767.75,58778.18,58755.97,58778.18,2.71283104,159417.751,58764.349363
